age,gender,education,province,employment_status,industry,marital_status,location_type,years_experience,work_hours_per_week,income,health_score,life_satisfaction
37,female,masters,Ontario,employed,finance,divorced,urban,22,45.9,55395.69,80.2,6.75
65,male,masters,BC,employed,education,married,suburban,49,55.3,104719.36,74.71,6.28
64,female,masters,BC,employed,construction,divorced,suburban,48,41.9,100794.23,72.32,6.19
44,male,masters,Atlantic,employed,healthcare,single,suburban,27,42.9,80186.48,72.36,7.03
32,female,masters,Ontario,retired,healthcare,married,rural,11,41.2,46432.78,76.84,6.89
23,non_binary,high_school,Quebec,student,construction,single,rural,6,47.6,10684.86,87.84,7.79
64,male,bachelors,BC,employed,retail,divorced,urban,45,28.8,88813.91,68.76,7.08
31,male,high_school,Quebec,employed,education,divorced,suburban,7,43.0,15841.99,79.61,6.57
77,female,bachelors,Quebec,retired,healthcare,married,suburban,60,40.4,95519.01,64.35,8.18
28,male,masters,Alberta,employed,tech,single,suburban,9,38.3,50940.06,88.81,6.0
56,male,high_school,Ontario,employed,construction,single,urban,32,34.5,71791.83,76.3,6.95
26,female,bachelors,Ontario,retired,tech,single,urban,14,41.6,33625.83,86.73,6.82
43,non_binary,bachelors,Quebec,employed,construction,married,suburban,30,32.0,62913.97,71.83,6.36
33,female,high_school,Alberta,employed,tech,divorced,suburban,16,35.7,49105.86,74.68,6.92
22,male,high_school,BC,employed,construction,divorced,suburban,5,45.9,5836.61,95.06,7.32
74,male,bachelors,BC,retired,finance,divorced,urban,56,41.5,110194.25,67.23,7.65
69,male,high_school,Ontario,employed,healthcare,single,suburban,44,25.7,85137.06,73.66,7.17
78,female,bachelors,Quebec,employed,finance,married,suburban,61,50.6,86529.55,66.65,7.55
27,female,bachelors,Alberta,student,healthcare,single,rural,10,35.3,28584.61,82.67,6.59
67,female,bachelors,Alberta,student,retail,married,suburban,50,44.4,85891.61,68.39,7.3
20,male,high_school,BC,employed,finance,single,rural,0,37.6,13404.0,95.02,7.97
30,female,bachelors,BC,employed,healthcare,married,suburban,11,39.8,46127.74,88.13,7.41
60,male,high_school,Prairies,employed,retail,single,rural,42,51.7,76752.02,69.33,5.03
66,male,masters,Prairies,employed,healthcare,single,rural,47,31.8,99336.34,75.28,6.83
47,female,high_school,Quebec,employed,education,married,urban,28,40.9,50063.89,74.59,5.76
79,male,masters,Prairies,student,construction,divorced,suburban,62,31.8,118838.2,67.58,7.64
71,female,bachelors,Alberta,employed,finance,divorced,suburban,54,43.1,107488.71,60.58,7.31
62,female,masters,Prairies,employed,tech,married,suburban,44,20.4,92936.7,71.43,5.35
23,female,high_school,Ontario,employed,retail,married,rural,6,30.7,-5142.33,89.27,7.11
34,female,high_school,Ontario,employed,retail,divorced,urban,12,56.3,24185.73,80.77,6.7
76,female,bachelors,Atlantic,unemployed,tech,single,rural,56,22.1,108402.43,70.67,6.51
62,female,high_school,BC,student,retail,divorced,rural,40,36.2,67511.67,66.39,6.45
68,male,masters,BC,unemployed,tech,married,rural,47,35.1,113740.2,73.77,6.06
70,male,bachelors,Quebec,employed,tech,single,suburban,51,43.0,115350.07,70.85,7.7
36,female,phd,Ontario,unemployed,healthcare,married,rural,15,32.4,56009.76,78.93,6.68
59,female,masters,Atlantic,employed,finance,divorced,rural,47,41.5,89241.39,65.4,6.53
52,female,high_school,Quebec,employed,education,single,urban,38,35.7,63199.94,84.3,5.51
63,male,bachelors,Quebec,employed,retail,divorced,suburban,41,29.2,75383.0,71.85,6.35
43,male,high_school,Prairies,employed,healthcare,divorced,urban,25,33.4,53549.86,77.27,5.92
68,male,high_school,BC,employed,education,divorced,suburban,55,39.3,90765.95,68.04,6.89
22,female,high_school,Quebec,employed,education,single,urban,1,45.4,-3987.02,83.5,7.93
46,female,masters,Quebec,employed,retail,divorced,suburban,30,31.3,79142.02,82.06,5.97
54,female,bachelors,BC,employed,retail,single,suburban,40,36.6,71232.62,76.24,6.09
37,male,bachelors,BC,unemployed,healthcare,divorced,rural,20,45.2,56877.21,75.38,6.21
66,male,high_school,Ontario,employed,retail,divorced,urban,51,32.9,79360.44,71.06,7.41
38,female,bachelors,BC,retired,education,married,suburban,16,34.7,51418.55,75.42,5.73
27,female,bachelors,Prairies,employed,retail,divorced,rural,7,35.1,17863.23,90.36,6.37
22,male,high_school,Ontario,employed,construction,single,urban,3,46.0,-1707.83,84.58,7.72
53,female,high_school,Atlantic,employed,construction,married,suburban,34,37.4,62797.99,81.82,5.71
23,male,bachelors,Quebec,employed,healthcare,single,suburban,8,54.1,35068.39,95.37,6.95
43,female,bachelors,Prairies,student,healthcare,divorced,suburban,25,44.6,74921.2,78.06,6.29
21,female,high_school,Prairies,employed,healthcare,married,rural,3,32.6,-2703.45,84.93,7.14
79,female,phd,Ontario,employed,retail,married,urban,55,43.8,95007.03,58.2,7.75
56,female,high_school,Quebec,employed,finance,married,suburban,37,46.4,59410.01,65.27,5.96
56,male,bachelors,Ontario,employed,healthcare,single,suburban,34,30.5,82969.31,67.3,6.03
67,female,high_school,Alberta,employed,finance,married,urban,46,45.7,85829.88,67.69,6.13
52,female,high_school,Alberta,employed,tech,married,urban,32,35.0,76736.12,64.39,5.55
18,female,masters,Ontario,employed,healthcare,single,urban,1,37.8,10114.0,93.69,7.89
41,female,masters,Quebec,student,finance,single,urban,22,49.8,71528.46,83.18,6.97
74,male,bachelors,Quebec,unemployed,finance,single,suburban,60,30.8,109133.74,69.99,6.38
53,female,masters,BC,employed,education,divorced,rural,37,37.2,85744.01,81.86,6.24
23,female,masters,Prairies,employed,finance,single,urban,3,39.8,27070.08,82.17,6.88
58,male,bachelors,Ontario,student,education,single,rural,35,47.3,97133.05,68.46,6.21
71,female,masters,Prairies,unemployed,construction,married,rural,52,32.0,106120.52,74.45,6.89
63,male,bachelors,Prairies,employed,construction,divorced,rural,48,44.9,84900.6,69.17,6.46
77,male,bachelors,Alberta,employed,construction,married,urban,56,55.1,110619.02,68.36,8.32
61,male,masters,Alberta,employed,finance,single,rural,41,42.2,100057.15,62.03,6.7
77,female,high_school,Atlantic,employed,finance,single,rural,56,23.2,97353.23,71.76,7.42
74,female,masters,Ontario,employed,tech,married,suburban,56,53.7,114578.93,69.37,7.89
48,female,high_school,Atlantic,employed,finance,divorced,urban,28,40.3,73953.61,70.48,5.53
37,female,masters,Ontario,student,retail,divorced,urban,17,60.1,37634.68,89.74,5.76
41,male,high_school,Quebec,employed,retail,married,urban,22,39.0,47529.95,81.57,7.02
42,male,high_school,Ontario,employed,construction,single,urban,23,51.6,52668.25,90.06,6.2
53,male,high_school,Quebec,employed,retail,divorced,urban,36,61.2,79731.65,65.69,6.39
38,female,masters,Quebec,unemployed,tech,divorced,suburban,19,22.4,39376.16,83.78,5.77
47,female,high_school,Ontario,employed,finance,married,rural,33,35.0,67880.2,75.36,5.72
41,male,bachelors,Quebec,employed,tech,divorced,suburban,22,37.9,70279.31,79.3,6.94
61,female,bachelors,Prairies,employed,finance,single,rural,37,54.2,77115.41,73.54,5.26
59,female,high_school,Quebec,employed,education,married,urban,39,32.4,76014.68,64.59,6.29
47,male,phd,Prairies,employed,tech,divorced,suburban,27,51.7,75198.61,88.94,6.65
39,female,high_school,Prairies,employed,construction,single,urban,22,39.6,40011.49,90.26,5.36
45,female,bachelors,Prairies,employed,retail,single,urban,28,34.6,62862.58,80.32,6.06
24,female,bachelors,BC,employed,retail,married,rural,6,33.8,9638.63,81.01,6.22
52,male,high_school,Atlantic,employed,retail,married,rural,36,50.9,63456.2,74.96,5.92
72,female,high_school,BC,employed,finance,single,rural,55,44.9,92272.24,69.56,7.11
45,female,bachelors,Quebec,employed,finance,single,suburban,30,34.8,71243.92,75.78,6.17
31,male,masters,Atlantic,employed,tech,divorced,rural,14,58.2,42800.77,89.1,7.25
73,female,high_school,Atlantic,student,construction,divorced,urban,55,43.4,91398.41,68.74,7.14
27,male,high_school,Atlantic,student,healthcare,divorced,rural,12,47.5,1689.14,86.03,7.16
33,female,phd,Ontario,retired,finance,divorced,rural,16,64.5,68852.95,87.9,6.79
33,female,high_school,Quebec,employed,healthcare,divorced,rural,16,48.3,29421.36,75.38,6.41
71,female,bachelors,BC,employed,healthcare,married,rural,51,50.5,97595.9,64.84,6.91
48,male,bachelors,Atlantic,employed,finance,divorced,urban,27,38.0,79077.89,77.44,5.37
59,male,high_school,Atlantic,employed,tech,divorced,rural,40,41.0,84216.26,69.85,7.96
42,male,bachelors,Alberta,employed,construction,divorced,urban,26,36.3,67701.55,73.31,6.35
30,male,masters,Atlantic,employed,healthcare,single,suburban,11,38.6,52731.19,79.37,6.44
23,male,bachelors,Atlantic,employed,tech,divorced,suburban,3,43.4,15231.32,87.98,8.22
61,female,bachelors,Alberta,employed,tech,married,urban,41,30.5,88396.6,74.1,7.26
26,male,bachelors,Quebec,retired,construction,single,suburban,11,51.2,32014.55,98.31,6.87
62,female,bachelors,BC,employed,finance,single,rural,39,45.6,91553.14,77.8,5.97
53,male,high_school,Prairies,employed,construction,divorced,rural,31,41.8,82356.14,70.48,6.94
73,female,bachelors,BC,employed,healthcare,single,rural,51,44.0,115590.35,74.18,6.52
60,female,bachelors,Quebec,student,tech,divorced,suburban,40,38.9,89535.48,73.46,6.46
37,female,high_school,BC,unemployed,healthcare,divorced,urban,20,25.6,31075.56,81.65,6.2
35,non_binary,masters,Alberta,employed,tech,divorced,suburban,15,24.3,53836.17,79.8,6.94
75,male,masters,Atlantic,employed,finance,married,suburban,52,33.3,95701.84,59.26,7.61
60,male,phd,Atlantic,unemployed,tech,single,urban,44,52.7,108332.95,73.25,6.31
74,male,high_school,Prairies,employed,finance,single,urban,57,29.9,90852.59,61.15,7.33
38,male,masters,Quebec,retired,finance,single,suburban,24,34.5,63505.2,80.54,5.81
21,female,bachelors,Atlantic,employed,healthcare,single,suburban,10,61.5,9654.52,94.59,7.71
67,female,phd,Quebec,employed,healthcare,single,urban,47,36.6,110128.59,75.55,6.57
50,female,masters,Ontario,student,construction,divorced,urban,35,17.0,80891.86,75.98,5.7
44,male,phd,Prairies,employed,healthcare,divorced,suburban,23,36.0,78385.2,84.6,5.77
24,non_binary,phd,Quebec,employed,education,divorced,rural,6,32.4,22538.93,88.95,6.95
23,female,high_school,BC,employed,healthcare,married,rural,0,38.4,15147.38,95.5,7.92
80,male,bachelors,BC,student,healthcare,married,rural,62,41.4,100292.74,59.29,7.84
32,male,high_school,BC,employed,construction,married,urban,17,60.5,27741.91,83.78,6.14
35,female,bachelors,BC,employed,tech,married,rural,23,41.8,48844.73,80.78,6.88
49,non_binary,phd,Quebec,employed,construction,single,rural,31,33.9,95570.23,79.62,6.57
73,male,high_school,Alberta,student,education,married,urban,51,35.7,93226.01,69.72,6.9
28,male,bachelors,Prairies,employed,education,single,urban,13,36.6,34961.71,85.95,6.63
37,female,bachelors,BC,employed,tech,single,urban,21,49.2,59348.68,93.59,7.02
41,female,high_school,Quebec,employed,healthcare,single,rural,23,50.8,49009.51,75.01,7.06
32,male,high_school,Atlantic,unemployed,construction,divorced,rural,12,31.4,30996.38,80.06,7.25
65,female,high_school,Atlantic,student,retail,divorced,rural,44,40.5,66222.96,76.03,6.42
24,female,high_school,Quebec,employed,finance,single,rural,6,31.8,9904.37,89.49,6.98
38,female,bachelors,BC,student,education,married,urban,21,35.0,51673.18,77.7,5.29
59,female,bachelors,Ontario,employed,tech,single,rural,40,45.2,82472.06,80.11,6.77
43,female,high_school,Quebec,employed,retail,divorced,urban,25,44.3,42509.75,80.21,5.35
61,male,phd,Prairies,student,finance,married,suburban,43,34.2,108447.82,73.09,5.81
73,female,bachelors,Prairies,employed,retail,divorced,suburban,60,57.6,88169.33,65.02,6.83
31,male,bachelors,Ontario,employed,healthcare,married,suburban,15,46.4,54449.65,87.01,7.01
74,female,high_school,Atlantic,retired,tech,divorced,rural,61,50.6,92405.88,61.68,5.77
54,male,bachelors,Atlantic,employed,finance,single,urban,33,39.8,80348.05,71.61,6.07
75,female,bachelors,Quebec,employed,finance,divorced,suburban,58,41.4,97605.19,71.58,8.11
38,male,bachelors,Ontario,student,healthcare,married,urban,20,46.1,69218.5,68.88,5.97
35,female,bachelors,Quebec,employed,healthcare,divorced,rural,18,41.7,41185.77,80.21,6.81
22,male,high_school,Quebec,employed,healthcare,married,rural,2,47.0,4203.96,91.23,7.33
20,female,masters,Ontario,employed,tech,divorced,suburban,0,48.6,16579.97,96.43,7.94
40,female,bachelors,Atlantic,employed,education,divorced,suburban,18,26.7,53520.42,81.98,6.13
43,female,bachelors,Alberta,unemployed,retail,single,suburban,28,40.7,60058.72,84.11,5.59
54,female,phd,BC,employed,tech,married,rural,34,30.5,100436.34,78.74,6.28
41,male,bachelors,BC,employed,tech,married,rural,24,30.2,64791.31,77.31,6.28
66,female,bachelors,BC,student,retail,single,suburban,42,48.9,98506.53,68.84,6.54
36,female,bachelors,Ontario,employed,finance,divorced,rural,16,44.1,58153.89,83.29,7.14
68,female,high_school,Quebec,employed,retail,married,rural,50,49.6,73104.51,79.92,6.61
42,female,phd,Quebec,student,healthcare,married,suburban,22,40.3,75008.57,82.32,6.31
38,female,bachelors,Prairies,unemployed,finance,married,rural,18,39.7,70445.16,81.34,5.93
29,male,bachelors,Quebec,employed,tech,single,rural,13,45.6,44582.59,78.91,7.23
74,female,masters,Atlantic,employed,retail,single,urban,55,48.2,106794.81,65.59,6.55
78,female,bachelors,Alberta,employed,tech,married,urban,60,32.4,100256.45,64.08,7.62
58,female,bachelors,BC,employed,construction,divorced,urban,39,43.9,72221.29,77.29,5.9
50,female,masters,Atlantic,employed,tech,divorced,rural,34,36.0,84729.97,74.24,6.21
67,male,high_school,Atlantic,unemployed,retail,single,rural,45,36.1,87671.06,70.83,6.18
70,male,high_school,Alberta,employed,construction,divorced,urban,55,47.7,83712.35,70.14,7.03
21,male,high_school,BC,retired,construction,single,urban,4,42.1,18378.27,89.77,7.69
80,male,masters,Ontario,student,construction,married,urban,63,40.5,109442.37,61.98,8.47
59,female,high_school,Alberta,employed,tech,married,suburban,42,23.4,87146.71,70.94,5.28
74,female,high_school,Atlantic,employed,education,married,urban,53,36.3,86330.21,69.2,6.68
24,male,high_school,Quebec,unemployed,education,single,urban,6,45.4,16233.6,84.6,7.07
39,male,high_school,BC,unemployed,tech,divorced,urban,22,48.3,60048.8,72.99,6.37
72,female,bachelors,Prairies,retired,finance,married,suburban,52,38.5,100715.3,69.35,7.18
50,female,phd,Alberta,employed,finance,divorced,suburban,34,37.4,86979.23,67.41,6.28
34,female,high_school,Atlantic,employed,finance,divorced,rural,16,27.4,38290.42,82.8,6.62
41,female,bachelors,Ontario,retired,finance,single,urban,26,34.4,62444.71,75.45,6.13
78,female,masters,Atlantic,employed,education,single,urban,62,38.7,96467.0,64.57,7.3
78,male,bachelors,Prairies,unemployed,finance,divorced,rural,62,41.6,111546.7,74.53,7.95
51,male,masters,Ontario,employed,retail,divorced,urban,31,46.7,76797.89,79.85,5.62
45,male,bachelors,BC,student,finance,married,rural,31,48.1,74636.67,76.28,6.25
75,male,high_school,Alberta,employed,retail,married,urban,57,24.8,86282.58,60.47,7.34
60,female,phd,Ontario,unemployed,education,married,urban,41,40.6,108422.47,63.72,5.42
58,female,bachelors,Prairies,employed,retail,divorced,urban,42,37.3,79458.6,67.18,6.33
56,male,high_school,Atlantic,retired,construction,single,rural,36,42.3,63189.8,70.18,7.39
39,female,high_school,Prairies,employed,retail,divorced,rural,25,43.1,47802.81,75.44,7.25
66,male,phd,Quebec,employed,tech,married,rural,55,28.2,97689.93,72.81,7.07
34,female,masters,Ontario,employed,retail,married,rural,11,61.2,60353.16,83.07,6.82
51,female,bachelors,Alberta,student,construction,single,rural,38,44.2,77756.69,84.64,5.44
23,male,masters,Alberta,employed,tech,divorced,suburban,5,31.7,31551.02,82.59,7.66
63,male,bachelors,Atlantic,employed,construction,married,rural,42,36.3,89575.21,70.15,7.39
23,female,high_school,Atlantic,employed,finance,single,urban,1,29.4,-1227.11,79.18,7.19
51,female,bachelors,Atlantic,employed,retail,married,suburban,25,38.7,65754.92,77.0,5.23
18,male,bachelors,Quebec,employed,retail,single,suburban,0,40.1,-1100.5,80.4,8.5
27,female,bachelors,Prairies,employed,healthcare,divorced,suburban,9,45.6,29482.46,80.65,6.68
38,female,high_school,Atlantic,student,finance,single,suburban,17,36.1,50418.26,81.56,5.76
22,male,high_school,Ontario,employed,retail,divorced,rural,1,65.0,8944.35,73.2,7.75
19,male,masters,Atlantic,employed,retail,divorced,urban,0,33.7,1186.76,86.02,8.36
39,male,masters,Prairies,student,healthcare,married,rural,20,34.9,59148.1,78.95,6.32
65,female,bachelors,Ontario,retired,tech,divorced,rural,45,40.1,100258.75,75.34,6.89
74,non_binary,masters,Ontario,unemployed,finance,married,suburban,53,33.0,113412.1,70.22,7.82
19,female,bachelors,Ontario,employed,healthcare,married,rural,4,48.1,10275.08,89.26,8.17
27,female,masters,Prairies,employed,finance,divorced,suburban,12,29.9,41807.85,82.36,7.36
51,female,high_school,Atlantic,employed,finance,single,rural,24,46.2,67480.37,75.3,5.86
33,female,bachelors,Prairies,employed,tech,divorced,suburban,14,38.2,48917.87,87.3,7.53
65,female,bachelors,Prairies,employed,tech,divorced,suburban,47,58.6,102878.21,72.59,6.72
68,male,high_school,BC,student,education,single,suburban,44,33.2,102975.4,76.81,6.9
78,female,bachelors,Prairies,employed,healthcare,married,suburban,58,53.7,103412.39,65.76,7.42
56,female,masters,Quebec,employed,construction,married,rural,37,42.4,106360.66,75.7,5.73
39,female,bachelors,BC,employed,healthcare,divorced,rural,22,45.9,58090.92,75.71,5.86
29,male,masters,Ontario,employed,finance,single,urban,9,25.5,50077.72,84.15,6.7
41,female,bachelors,Atlantic,employed,education,single,urban,19,39.4,68554.39,81.44,6.19
64,female,bachelors,Alberta,employed,education,single,suburban,50,38.2,90925.17,71.0,6.57
57,male,bachelors,Atlantic,employed,finance,single,urban,38,48.5,76843.28,83.05,5.22
55,female,high_school,BC,employed,tech,divorced,urban,35,36.5,69338.86,68.55,6.72
77,male,bachelors,BC,student,education,divorced,suburban,54,56.9,111255.37,64.48,7.39
76,female,bachelors,Ontario,unemployed,healthcare,married,suburban,56,38.1,105397.08,74.66,8.13
27,female,masters,Prairies,student,tech,single,suburban,10,20.5,32418.36,89.86,7.33
52,female,bachelors,Prairies,employed,retail,divorced,urban,33,37.0,57214.18,77.25,6.19
68,male,high_school,BC,student,education,divorced,suburban,46,41.6,86856.47,63.56,7.24
80,male,high_school,Prairies,employed,finance,single,urban,60,45.8,108386.86,66.06,8.55
66,female,phd,BC,student,healthcare,single,suburban,47,38.6,104085.53,69.61,6.52
49,male,bachelors,Atlantic,employed,education,married,suburban,30,62.4,70988.68,82.99,6.75
24,female,masters,Alberta,employed,finance,single,rural,10,44.3,24784.58,88.07,7.42
38,male,bachelors,Atlantic,employed,healthcare,married,rural,22,36.0,53852.36,89.81,6.25
37,female,bachelors,Alberta,employed,education,married,suburban,22,32.9,55848.02,92.27,6.25
43,female,bachelors,Ontario,employed,healthcare,single,rural,18,54.2,63682.34,81.56,5.46
80,male,high_school,Quebec,retired,retail,single,rural,61,38.2,86316.41,67.19,6.5
21,female,bachelors,Quebec,employed,healthcare,divorced,rural,4,45.2,20027.41,88.07,7.38
63,female,bachelors,Atlantic,employed,finance,single,rural,43,51.2,85665.49,63.99,6.53
69,female,bachelors,Prairies,employed,education,single,urban,48,35.4,97568.36,61.77,7.01
39,male,masters,Quebec,employed,finance,married,rural,22,36.7,65479.4,86.2,5.36
32,female,high_school,Alberta,unemployed,retail,single,suburban,13,54.1,37998.63,91.4,6.94
73,male,bachelors,Ontario,employed,construction,divorced,rural,54,29.9,110478.43,65.23,6.53
57,male,high_school,Alberta,student,tech,divorced,suburban,40,47.4,94882.47,72.9,6.58
38,male,high_school,BC,employed,healthcare,single,urban,28,52.5,54424.54,80.59,6.56
32,female,bachelors,Prairies,retired,finance,single,suburban,13,35.9,41083.03,80.38,6.06
39,male,high_school,Prairies,employed,construction,married,suburban,23,53.6,59992.85,92.76,5.98
69,female,bachelors,Quebec,retired,education,single,rural,53,40.5,94297.53,67.74,6.04
45,male,high_school,BC,employed,education,married,suburban,30,34.9,62574.78,84.83,6.43
31,male,high_school,Quebec,unemployed,tech,single,suburban,11,33.1,30237.04,73.52,6.72
44,female,high_school,Quebec,employed,education,married,urban,27,50.4,55960.71,85.66,5.9
78,male,high_school,Quebec,employed,retail,divorced,urban,61,37.1,83832.46,76.43,7.34
58,female,masters,BC,employed,tech,single,rural,38,41.5,92020.12,75.64,6.88
57,male,bachelors,Quebec,employed,retail,single,urban,38,43.4,82110.11,78.03,6.15
75,male,masters,Prairies,employed,healthcare,married,urban,57,23.7,105669.53,72.14,7.63
45,male,high_school,Quebec,employed,retail,married,suburban,24,39.0,47182.49,82.01,6.07
43,male,masters,BC,employed,healthcare,single,rural,25,49.5,67961.94,79.19,5.96
66,male,bachelors,BC,unemployed,retail,married,rural,48,27.6,100081.87,66.83,7.64
80,female,high_school,Alberta,retired,tech,single,suburban,59,35.6,108023.03,69.03,7.19
19,female,bachelors,Quebec,employed,healthcare,divorced,urban,0,39.2,20166.52,83.57,7.47
42,female,bachelors,BC,employed,construction,married,urban,26,40.7,68263.55,83.82,6.22
73,female,bachelors,Atlantic,employed,retail,single,urban,51,41.9,72724.42,62.92,6.32
79,female,bachelors,Quebec,unemployed,retail,divorced,rural,64,45.9,94422.18,60.04,6.87
20,female,bachelors,Ontario,retired,education,single,suburban,5,51.9,9772.64,78.91,7.7
25,male,high_school,Prairies,retired,retail,single,suburban,7,46.3,29724.19,84.65,6.77
61,male,bachelors,Prairies,retired,education,divorced,urban,45,38.4,94830.39,78.14,6.77
50,male,masters,Atlantic,student,retail,married,rural,32,41.2,69184.47,80.47,6.32
59,male,bachelors,Quebec,retired,finance,divorced,suburban,38,50.5,87296.83,71.33,6.41
69,male,bachelors,Prairies,employed,education,single,urban,48,43.6,87050.24,65.3,6.84
52,female,bachelors,Prairies,retired,tech,divorced,urban,33,47.3,81431.26,84.7,5.05
23,male,masters,Ontario,student,tech,single,suburban,7,43.2,24426.08,77.09,7.3
56,non_binary,bachelors,Prairies,employed,healthcare,divorced,suburban,35,36.9,70144.8,74.7,6.62
69,male,high_school,Prairies,employed,construction,married,suburban,54,26.5,83759.88,64.04,6.44
40,male,bachelors,BC,employed,construction,divorced,rural,17,35.3,55828.32,81.99,7.21
42,non_binary,bachelors,Prairies,student,tech,divorced,urban,24,42.6,67222.06,81.08,6.53
76,female,bachelors,Quebec,employed,healthcare,married,suburban,60,37.8,100694.86,71.68,7.81
67,male,bachelors,Prairies,employed,tech,single,rural,48,36.8,103749.98,76.45,6.69
60,female,bachelors,Quebec,unemployed,education,divorced,rural,43,35.6,82718.36,63.5,6.67
36,female,masters,Prairies,employed,finance,single,suburban,11,42.9,60819.66,79.01,6.16
22,female,bachelors,Quebec,student,healthcare,divorced,suburban,4,45.1,22892.0,88.83,8.29
68,male,bachelors,Prairies,student,finance,married,suburban,47,33.5,96544.7,75.46,5.99
28,female,bachelors,Atlantic,retired,retail,divorced,suburban,4,40.5,24618.33,88.93,6.35
73,female,high_school,Quebec,employed,retail,single,rural,52,47.8,79597.49,61.89,6.95
29,male,phd,Prairies,retired,finance,single,suburban,16,54.7,55539.84,86.67,6.29
27,female,bachelors,Ontario,employed,education,married,urban,11,49.9,28076.07,90.5,6.44
25,male,bachelors,BC,employed,finance,single,urban,10,46.1,27775.55,82.74,7.39
41,female,masters,BC,employed,finance,married,suburban,26,35.6,67904.99,77.16,5.85
77,male,high_school,BC,employed,finance,married,suburban,57,43.2,94821.89,63.59,7.67
45,female,masters,BC,retired,healthcare,single,rural,28,49.4,66076.73,75.66,7.05
58,female,masters,Ontario,employed,healthcare,single,urban,44,32.1,100519.81,72.91,5.74
53,male,masters,Atlantic,retired,finance,married,urban,35,30.0,90380.8,75.94,6.67
54,male,high_school,Atlantic,employed,construction,single,rural,31,42.2,57853.48,75.54,5.96
38,female,bachelors,Ontario,employed,education,married,suburban,18,25.0,30549.26,84.29,6.43
25,female,high_school,Prairies,employed,retail,divorced,rural,6,35.6,6936.91,85.5,7.93
72,male,bachelors,Ontario,employed,retail,single,rural,57,34.0,93392.75,63.19,8.04
26,male,bachelors,BC,retired,retail,single,urban,2,44.1,26644.97,82.08,7.34
64,female,high_school,Atlantic,unemployed,tech,married,rural,46,36.6,84777.49,74.1,6.8
32,female,bachelors,Alberta,employed,education,divorced,urban,13,40.8,41431.22,80.59,6.93
65,male,bachelors,Prairies,student,healthcare,divorced,urban,48,34.3,92535.38,73.14,7.23
63,female,masters,Quebec,employed,retail,single,rural,45,42.7,93419.83,74.39,6.57
57,female,bachelors,Atlantic,employed,healthcare,married,rural,40,39.4,73367.29,79.61,6.39
35,male,high_school,BC,employed,healthcare,married,suburban,16,29.1,52517.77,78.6,6.08
59,male,high_school,Atlantic,employed,healthcare,single,urban,38,42.6,82959.05,69.42,6.25
77,male,masters,BC,retired,construction,divorced,rural,57,43.2,106320.03,70.74,7.22
37,female,bachelors,BC,employed,healthcare,married,urban,19,48.2,56201.08,73.16,5.86
23,female,bachelors,Atlantic,employed,finance,married,rural,1,47.0,17424.95,91.09,7.36
29,female,high_school,Atlantic,employed,healthcare,single,rural,13,49.2,31245.43,90.88,6.44
19,male,bachelors,Atlantic,employed,tech,single,suburban,2,37.0,10826.18,80.48,7.02
24,male,masters,Ontario,employed,healthcare,divorced,suburban,3,44.6,39611.93,88.29,7.02
33,female,masters,Atlantic,employed,retail,divorced,suburban,15,27.5,29855.4,81.51,6.86
20,male,high_school,Quebec,unemployed,healthcare,married,rural,2,22.3,6865.97,96.67,7.55
62,female,bachelors,Prairies,employed,retail,single,suburban,44,31.0,85209.9,80.93,6.0
20,female,high_school,BC,employed,healthcare,single,urban,0,21.2,7447.0,101.36,7.65
44,male,phd,Atlantic,employed,education,single,urban,30,43.6,78734.66,87.05,5.49
67,male,bachelors,Quebec,employed,finance,divorced,rural,54,42.2,98088.64,77.71,6.08
60,male,masters,Alberta,student,retail,divorced,suburban,39,24.9,79417.68,86.46,6.07
57,male,bachelors,Atlantic,employed,tech,married,rural,37,53.7,81122.62,75.13,6.24
55,female,masters,Ontario,employed,healthcare,single,rural,40,41.2,74052.75,78.36,5.06
50,male,masters,BC,employed,retail,divorced,urban,36,26.7,77121.48,85.11,5.68
45,male,high_school,Quebec,retired,construction,single,suburban,25,52.1,66429.89,78.76,5.33
18,female,phd,Atlantic,student,finance,divorced,urban,1,32.9,11334.61,86.24,7.99
72,male,masters,Quebec,employed,construction,single,suburban,54,43.5,102047.34,65.36,7.69
25,female,bachelors,BC,employed,healthcare,married,suburban,4,43.4,21858.01,85.66,6.91
54,male,masters,Quebec,employed,finance,divorced,rural,39,27.6,92921.68,75.41,5.75
49,male,bachelors,Quebec,student,tech,divorced,suburban,28,53.4,81194.76,74.34,6.31
77,male,masters,Atlantic,employed,retail,married,suburban,58,65.3,97984.32,57.98,8.0
65,male,high_school,Atlantic,employed,tech,married,rural,42,29.8,82207.36,77.51,6.31
60,female,bachelors,Prairies,employed,finance,single,urban,40,44.0,95385.67,84.69,6.79
54,female,high_school,Ontario,employed,education,divorced,urban,37,43.0,77845.96,68.4,5.19
21,male,masters,Prairies,employed,education,single,urban,8,42.4,28298.89,82.71,8.54
47,male,phd,Ontario,employed,construction,single,suburban,29,59.8,77800.06,75.1,6.31
23,male,bachelors,Ontario,employed,retail,single,suburban,6,42.3,3488.97,81.76,6.83
63,male,bachelors,Prairies,employed,healthcare,divorced,rural,46,45.0,94449.38,69.82,5.63
71,male,bachelors,BC,employed,construction,married,rural,54,50.7,112316.03,68.78,6.57
36,female,high_school,Quebec,employed,tech,single,rural,16,58.3,27646.13,85.41,6.53
